Creation Date;Origin;Destination;Topic;Description
Mon Nov 08 2021 00:10:04 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:04 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:04 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:04 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:10:05 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:05 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:05 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:05 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:05 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:10:11 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:10:11 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in 1
Mon Nov 08 2021 00:10:11 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:11 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:10:11 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in 1
Mon Nov 08 2021 00:10:11 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:10:15 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:15 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:15 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:15 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:10:16 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:16 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:16 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:16 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:16 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:17 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:10:21 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:10:21 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in 1
Mon Nov 08 2021 00:10:21 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:21 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:10:21 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in 1
Mon Nov 08 2021 00:10:21 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:22 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:10:27 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:10:28 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:28 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:28 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:28 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:10:29 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:29 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:29 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:29 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:29 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:31 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:10:31 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in 1
Mon Nov 08 2021 00:10:31 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:31 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:10:31 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in 1
Mon Nov 08 2021 00:10:31 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:32 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:10:37 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:10:41 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:10:41 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in 1
Mon Nov 08 2021 00:10:41 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:41 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:10:41 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in 1
Mon Nov 08 2021 00:10:41 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:42 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:10:47 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:47 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:47 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:47 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:10:47 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:10:49 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:49 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:49 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:49 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:49 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:50 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:50 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:50 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:50 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:10:50 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:50 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:50 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:50 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:50 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:51 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:10:51 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in 1
Mon Nov 08 2021 00:10:51 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:51 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:10:51 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in 1
Mon Nov 08 2021 00:10:51 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:52 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:10:53 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:53 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:53 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:53 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:10:54 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:54 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:54 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:55 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:55 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:56 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:56 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:56 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:56 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:10:57 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:10:58 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:58 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:58 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:58 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:58 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:59 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:59 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:59 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:59 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:10:59 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:59 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:59 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:10:59 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:59 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:10:59 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/estado;Received message on mqtt's topic
Mon Nov 08 2021 00:10:59 GMT+0000 (Coordinated Universal Time);esp;central-server;estado;Received estado from ESP in 1
Mon Nov 08 2021 00:10:59 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:11:01 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:11:02 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:11:02 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in 1
Mon Nov 08 2021 00:11:02 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:11:02 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:11:02 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:11:02 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:11:02 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in 1
Mon Nov 08 2021 00:11:02 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:11:02 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:11:02 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:11:03 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:11:04 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
Mon Nov 08 2021 00:11:07 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:11:12 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/temperatura;Received message on mqtt's topic
Mon Nov 08 2021 00:11:12 GMT+0000 (Coordinated Universal Time);esp;central-server;temperatura;Received temperatura from ESP in 1
Mon Nov 08 2021 00:11:12 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:11:12 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:11:12 GMT+0000 (Coordinated Universal Time);esp;central-server;fse2021/180054848/1/umidade;Received message on mqtt's topic
Mon Nov 08 2021 00:11:12 GMT+0000 (Coordinated Universal Time);esp;central-server;umidade;Received umidade from ESP in 1
Mon Nov 08 2021 00:11:12 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:11:12 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:11:12 GMT+0000 (Coordinated Universal Time);central-server;-;-;Checking ESPs Health
Mon Nov 08 2021 00:11:14 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm desactivated
Mon Nov 08 2021 00:11:15 GMT+0000 (Coordinated Universal Time);client;central-server;req state;Requesting state of all ESPs
Mon Nov 08 2021 00:11:15 GMT+0000 (Coordinated Universal Time);central-server;client;state;Sending state of the ESPs
Mon Nov 08 2021 00:11:15 GMT+0000 (Coordinated Universal Time);client;central-server;alarm;Alarm is activated
